doi,type,date
10.1016/j.tcs.2011.05.054,journal-article,2011-09
10.1007/11504894_62,proceedings-article,2005
10.1109/sma.2002.1003552,proceedings-article,2002
10.1007/s00236-018-0315-z,journal-article,2018-02-01
10.1007/978-3-030-11009-3_36,proceedings-article,2018
10.1007/978-3-030-00847-5_17,proceedings-article,2018
10.1007/s11047-015-9524-3,journal-article,2015-10-20
10.1007/978-3-319-78658-2_19,proceedings-article,2018
10.1109/robot.2008.4543635,proceedings-article,2008-05
10.1109/nfv-sdn.2017.8169838,proceedings-article,2017
10.1007/978-3-540-79992-4_72,proceedings-article,2008
10.1109/ipdpsw.2010.5470931,proceedings-article,2010-04
10.1080/09528130110116642,journal-article,2002-10
10.1007/978-3-319-19249-9_14,proceedings-article,2015
10.1145/2489820.2489824,proceedings-article,2013
10.5194/acp-16-15581-2016,journal-article,2016-12-16
10.1109/icse.2015.98,proceedings-article,2015-05
10.1016/j.simpat.2014.06.007,journal-article,2014-12
10.1007/978-3-319-77313-1_6,proceedings-article,2018
10.1137/140992060,journal-article,2015-01
10.1109/icc.2018.8422489,proceedings-article,2018-05
10.1109/indin.2013.6889116,proceedings-article,2013-07
10.1016/j.ic.2008.03.009,journal-article,2008-09
10.1007/978-3-319-30319-2_6,book-chapter,2016
10.1109/wimob.2014.6962166,proceedings-article,2014-10
10.1016/0167-8655(92)90070-g,journal-article,1992-07
10.1109/cns.2017.8228710,proceedings-article,2017-10
10.1145/1710115.1710120,journal-article,2010-01-21
10.1007/978-3-642-20206-3_5,book-chapter,2011
10.1007/978-3-540-73400-0_23,proceedings-article,2007
10.1007/978-3-642-28412-0_11,proceedings-article,2012
10.7155/jgaa.00398,journal-article,2017
10.4204/eptcs.188,proceedings,2015-08-14
10.3233/ais-170457,journal-article,2017-11-02
10.1093/comjnl/bxw111,journal-article,2017-01-06
10.1007/978-3-319-25087-8_20,proceedings-article,2015
10.1109/ssci.2016.7849936,proceedings-article,2016-12
10.1109/cvprw.2012.6239203,proceedings-article,2012-06
10.1109/mobhoc.2007.4428751,proceedings-article,2007-10
10.3233/978-1-61499-436-7-153,proceedings-article,2014
10.1371/journal.pone.0091963,journal-article,2014-03-24
10.1109/iros.2005.1544967,proceedings-article,2005
10.1109/wi-iat.2010.139,proceedings-article,2010-08
10.1109/infocom.2014.6847940,proceedings-article,2014-04
10.1007/978-3-642-28108-2_19,proceedings-article,2012
10.1109/empire.2013.6615209,proceedings-article,2013-07
10.1155/2008/867639,journal-article,2008
10.1145/3018661.3018732,proceedings-article,2017
10.1109/tnet.2005.846901,journal-article,2005-04
10.1097/md.0000000000001977,journal-article,2015-11
10.1145/1178418.1178430,journal-article,2006-10-01
10.1145/1097064.1097103,proceedings-article,2005
10.1109/pdp.2014.51,proceedings-article,2014-02
10.1109/tse.2017.2765640,journal-article,2019-01-01
10.1007/978-3-642-30782-9_8,proceedings-article,2012
10.1145/1216295.1216365,proceedings-article,2007
10.1016/s0167-6393(00)00040-6,journal-article,2001-07
10.1080/10919399609540278,journal-article,1996-01
10.1016/j.ic.2016.03.002,journal-article,2017-02
10.1007/s11257-007-9029-6,journal-article,2007-04-25
10.1002/wcm.689,journal-article,2009-04
10.1007/978-3-642-31718-7_51,proceedings-article,2012
10.1007/978-3-319-68972-2_5,proceedings-article,2017
10.1016/0306-4379(96)00008-7,journal-article,1996-04
10.1007/s12559-018-9609-2,journal-article,2018-11-26
10.1109/lcomm.2009.080653,journal-article,2009-04
10.1109/cscwd.2013.6581040,proceedings-article,2013-06
10.1002/jcd.21383,journal-article,2013-12-02
10.1007/978-3-642-03848-8_6,proceedings-article,2009
10.1109/spw.2014.13,proceedings-article,2014-05
10.1109/isit.2017.8006811,proceedings-article,2017-06
10.1016/s0927-5452(05)80014-0,proceedings-article,2005
10.1017/s096012950700610x,journal-article,2007-06
10.1016/j.neucom.2015.05.112,journal-article,2015-12
10.1016/j.procs.2017.08.018,proceedings-article,2017
10.1007/978-3-642-01364-5_6,book-chapter,2009
10.1007/978-3-319-50137-6_6,book-chapter,2016
10.1504/ijaose.2010.029810,journal-article,2010
10.1145/224164.224181,proceedings-article,1995
10.1038/s41598-017-03581-4,journal-article,2017-06-14
10.1145/1641804.1641818,proceedings-article,2009
10.1140/epjst/e2016-60028-2,journal-article,2016-10
10.1007/978-1-84628-921-7_23,book-chapter,2008
10.1109/roman.2018.8525843,proceedings-article,2018-08
10.1016/j.sysarc.2011.02.003,journal-article,2011-03
10.1007/978-3-642-54347-0_16,proceedings-article,2014
10.1145/3184558.3186343,proceedings-article,2018
10.1145/2790755.2790762,proceedings-article,2014
10.1007/978-3-642-38856-9_11,proceedings-article,2013
10.1016/j.sysarc.2013.05.009,journal-article,2013-11
10.1186/1471-2105-15-s1-s2,journal-article,2014-01
10.4018/jdet.2013070102,journal-article,2013-07
10.1007/978-1-62703-107-3_3,book-chapter,2012-09-08
10.1007/978-3-319-19069-3_14,proceedings-article,2015
10.1145/1810543.1810588,proceedings-article,2010
10.1007/978-3-030-00178-0_35,proceedings-article,2018
10.1145/2187836.2187950,proceedings-article,2012
10.1007/978-3-540-74607-2_91,proceedings-article,2007
10.1007/s10703-018-0319-x,journal-article,2018-03-27
10.1109/mcom.2018.1700924,journal-article,2018-06
10.1109/ismar.2015.24,proceedings-article,2015-09
10.1145/1774088.1774262,proceedings-article,2010
10.1109/idaacs.2013.6662717,proceedings-article,2013-09
10.1109/tc.2010.43,journal-article,2010-07
10.1007/978-3-642-18638-7_11,book-chapter,2004
10.1016/j.scico.2015.11.005,journal-article,2016-02
10.1145/3184558.3191561,proceedings-article,2018
10.1007/978-3-642-18184-9_25,proceedings-article,2011
10.1007/978-1-4899-7488-4_3,book-chapter,2015
10.1145/1620432.1620450,proceedings-article,2009
10.1109/iwcmc.2012.6314378,proceedings-article,2012-08
10.1007/978-3-540-28629-5_39,proceedings-article,2004
10.3233/978-1-61499-906-5-459,proceedings-article,2018
10.1006/ijhc.1998.0196,journal-article,1998-08
10.1145/1831708,proceedings,2010
10.1504/ijenvh.2009.022909,journal-article,2009
10.1007/978-3-319-08864-8_30,proceedings-article,2014
10.1145/2742548,journal-article,2015-07-22
10.1007/978-3-319-03524-6_38,proceedings-article,2013
10.1016/j.orl.2005.06.001,journal-article,2006-07
10.1109/sitis.2016.26,proceedings-article,2016
10.1023/a:1025026030880,journal-article,2003
10.1007/978-3-642-21934-4,proceedings,2011
10.1007/978-3-642-13244-5_20,proceedings-article,2010
10.1007/978-3-319-25840-9_35,proceedings-article,2015
10.1016/s1571-0661(04)00183-5,journal-article,2001-08
10.1016/j.atherosclerosis.2009.02.036,journal-article,2009-10
10.1111/cgf.12168,journal-article,2013-08
10.1145/1999676.1999711,proceedings-article,2011
10.4018/jaeis.2010070105,journal-article,2010-07
10.1007/s10115-016-0975-3,journal-article,2016-08-06
10.1007/978-3-540-25966-4_36,proceedings-article,2004
10.1117/1.oe.51.8.087202,journal-article,2012-08-06
10.3217/jucs-010-09-1065,journal-article,2004
10.1016/j.cviu.2004.03.006,journal-article,2004-07
10.1016/j.adhoc.2008.06.003,journal-article,2009-05
10.1016/j.artint.2007.04.004,journal-article,2007-07
10.1109/tpami.2014.2353641,journal-article,2015-04-01
10.1109/tip.2008.2007610,journal-article,2009-01
10.1007/3-540-63614-5_12,proceedings-article,1997
10.1007/978-0-387-29445-2_12,proceedings-article,2004
10.1109/icse.2001.919095,proceedings-article,2001
10.1504/ijsse.2009.031348,journal-article,2009
10.2312/eurova.20161117,proceedings-article,2016
10.1007/s13740-013-0019-z,journal-article,2013-04-18
10.1504/ijtel.2009.030777,journal-article,2009
10.1109/ccnc.2012.6181029,proceedings-article,2012-01
10.1016/j.cag.2006.01.024,journal-article,2006-04
10.4018/978-1-4666-4490-8.ch002,book-chapter,2014
10.1145/2803140.2803146,proceedings-article,2015
10.1007/978-3-642-14390-8_49,proceedings-article,2010
10.1007/978-3-319-99813-8_2,proceedings-article,2018
10.1109/icac.2016.10,proceedings-article,2016-07
10.1016/j.dam.2006.07.002,journal-article,2007-02
10.1109/smc.2016.7844750,proceedings-article,2016-10
10.1016/j.robot.2009.07.025,journal-article,2010-01
10.1177/0037549711434603,journal-article,2012-01-24
10.1007/978-3-540-39451-8_16,proceedings-article,2003
10.1145/1458502.1458526,proceedings-article,2008
10.1016/j.patrec.2015.05.014,journal-article,2015-10
10.1002/dac.2432,journal-article,2012-09-26
10.1103/physrevlett.119.120503,journal-article,2017-09-21
10.1007/3-540-45422-5_14,proceedings-article,2001
10.1007/s00500-013-1065-z,journal-article,2013-06-12
10.1002/smr.1621,journal-article,2013-08-29
10.1109/tit.2010.2059510,journal-article,2010-10
10.1111/j.1556-4029.2011.02018.x,journal-article,2012-01-11
10.1007/3-540-31590-x_3,book-chapter,not-defined
10.1016/j.ijar.2004.05.001,journal-article,2005-01
10.1007/s10851-006-6896-0,journal-article,2006-07-22
10.1109/rtsi.2018.8548357,proceedings-article,2018-09
10.1109/vtest.2000.843874,proceedings-article,2000
10.1093/bib/bbw084,journal-article,2016-09-26
10.1007/978-3-642-33368-2_13,proceedings-article,2012
10.1007/978-3-540-24849-1_12,proceedings-article,2004
10.1109/3dv.2017.00065,proceedings-article,2017-10
10.1016/j.jvlc.2003.10.004,journal-article,2004-10
10.1145/3230639,journal-article,2018-08-30
10.1016/j.fss.2004.07.003,journal-article,2005-04
10.1007/978-3-540-77312-2_21,proceedings-article,2007
10.1109/wse.2004.10012,proceedings-article,2004
10.1145/2489280.2489284,proceedings-article,2013
10.1109/tce.2010.5439146,journal-article,2010-02
10.1007/978-3-319-24249-1_23,proceedings-article,2015
10.1007/978-3-319-54380-2_8,proceedings-article,2015
10.1007/s10845-008-0170-9,journal-article,2008-11-15
10.1007/11963516_12,proceedings-article,2006
10.1145/1842993.1843074,proceedings-article,2010
10.1007/978-3-319-99626-4_27,proceedings-article,2018
10.1016/j.cviu.2005.09.001,journal-article,2006-04
10.1109/mmul.2009.1,journal-article,2009-01
10.1007/978-3-319-32034-2_2,proceedings-article,2016
10.5244/c.29.20,proceedings-article,2015
10.1016/j.astropartphys.2008.06.005,journal-article,2008-08
10.1109/inm.2009.5188850,proceedings-article,2009-06
10.1093/brain/awn195,journal-article,2008-09-26
10.1002/spe.2269,journal-article,2014-05-05
10.1145/1141277.1141528,proceedings-article,2006
10.1007/978-3-642-34898-3,proceedings,2012
10.4204/eptcs.277.12,proceedings-article,2018-09-07
10.1109/eucap.2016.7481281,proceedings-article,2016-04
10.1007/978-3-319-56300-8_12,proceedings-article,2017
10.4230/oasics.wcet.2014.31,proceedings-article,2014
10.1002/9781118005743.ch6,book-chapter,2011-06-03
10.1109/mobhoc.2007.4428696,proceedings-article,2007-10
10.1007/978-3-642-27269-1_19,proceedings-article,2012
10.1016/j.neucom.2017.11.073,journal-article,2018-07
10.1023/a:1019271201970,journal-article,2000
10.1145/2507924.2507991,proceedings-article,2013
10.1007/978-3-642-27523-4_9,book-chapter,2013
10.1007/978-3-540-89689-0_78,proceedings-article,2008
10.1109/bcfic.2012.6217972,proceedings-article,2012-04
10.1007/978-3-642-01665-3_28,proceedings-article,2009
10.1109/isit.2012.6283547,proceedings-article,2012-07
10.1007/978-3-642-41030-7_54,proceedings-article,2013
10.1016/j.is.2012.08.002,journal-article,2013-04
10.1145/1529282.1529555,proceedings-article,2009
10.1145/2663204.2668321,proceedings-article,2014
10.1145/1389095.1389291,proceedings-article,2008
10.1007/978-3-319-51469-7_33,proceedings-article,2016
10.1007/978-3-319-07734-5_19,proceedings-article,2014
10.1016/j.jvlc.2013.02.003,journal-article,2013-08
10.1007/978-3-642-35488-5_3,book-chapter,2013
10.1063/1.4817191,journal-article,2013-08-07
10.1109/lra.2016.2637444,journal-article,2017-04
10.1142/s0129054113500202,journal-article,2013-08
10.1007/978-3-642-01891-6_1,book-chapter,2009
10.1145/967900.968091,proceedings-article,2004
10.1007/978-3-319-54328-4_4,proceedings-article,2017
10.1007/978-3-030-05333-8_3,book-chapter,2018-12-18
10.1016/j.cag.2010.03.013,journal-article,2010-06
10.1007/978-3-540-89903-7_14,proceedings-article,2008
10.1145/2076674.2076682,proceedings-article,2011
10.1145/2736277.2741140,proceedings-article,2015
10.1109/percomw.2012.6197585,proceedings-article,2012-03
10.1109/btas.2008.4699379,proceedings-article,2008
10.1109/date.2009.5090894,proceedings-article,2009-04
10.1007/978-3-540-30470-8_30,proceedings-article,2004
10.1007/978-3-319-12811-5_3,proceedings-article,2014
10.1109/ijcnn.2000.857870,proceedings-article,2000
10.1109/isie.2014.6864739,proceedings-article,2014-06
10.1016/s0096-0551(01)00008-x,journal-article,2000-07
10.1016/j.sbspro.2013.12.835,journal-article,2014-01
10.1109/synasc.2017.00055,proceedings-article,2017
10.1504/ijics.2007.012243,journal-article,2007
10.1007/978-3-642-32341-6_11,proceedings-article,2013
10.1007/978-3-642-24669-2,proceedings,2011
10.1109/icip.2003.1247390,proceedings-article,2003
10.1504/ijrfita.2013.054663,journal-article,2013
10.2312/localchapterevents/italchap/italianchapconf2006/007-013,proceedings-article,2006
10.4108/icst.collaboratecom2009.8356,proceedings-article,2009
10.2312/2630930,proceedings,2016
10.1109/ismvl.2000.848617,proceedings-article,2000
10.1007/978-3-642-30782-9_15,proceedings-article,2012
10.1109/dsn-w.2015.22,proceedings-article,2015-06
10.1109/ispass.2010.5452020,proceedings-article,2010-03
10.1145/3194164.3194176,proceedings-article,2018
10.3390/g9030038,journal-article,2018-06-21
10.2174/156802612801319007,journal-article,2012-06-01
10.1007/978-3-642-27302-5_15,proceedings-article,2011
10.1007/11963516_30,proceedings-article,2006
10.1109/soca.2013.37,proceedings-article,2013-12
10.1109/tbme.2009.2029563,journal-article,2009-12
10.1093/logcom/exn049,journal-article,2008-09-30
10.1007/978-3-319-50182-6_6,proceedings-article,2016
10.1007/978-3-540-75454-1_13,proceedings-article,2007
10.1140/epjp/i2014-14135-x,journal-article,2014-06
10.1109/mitp.2011.111,journal-article,2012-01
10.1016/j.websem.2008.08.002,journal-article,2008-11
10.1109/icpr.2010.97,proceedings-article,2010-08
10.1007/978-3-642-38323-6_22,proceedings-article,2013
10.1007/978-3-540-87879-7_6,proceedings-article,2008
10.1007/s11590-011-0405-0,journal-article,2011-10-26
10.1145/2424563.2424569,proceedings-article,2012
10.1016/j.ejor.2005.11.060,journal-article,2007-12
10.1145/3059009.3059067,proceedings-article,2017
10.1109/pesos.2009.5068820,proceedings-article,2009-05
10.1109/quatic.2010.15,proceedings-article,2010-09
10.1109/icpr.2016.7900210,proceedings-article,2016-12
10.1109/glocom.2006.453,proceedings-article,2006-11
10.1007/978-3-319-01863-8,proceedings,2014
10.2312/localchapterevents/italchap/italianchapconf2008/021-025,proceedings-article,2008
10.1007/978-3-319-66917-5_9,proceedings-article,2017
10.1007/978-3-642-11528-8_15,proceedings-article,2010
10.1016/j.is.2010.07.002,journal-article,2011-04
10.4018/978-1-61350-107-8.ch003,book-chapter,not-defined
10.1109/isorc.2015.43,proceedings-article,2015-04
10.1142/s0218843004000894,journal-article,2004-03
10.1051/ita/2012012,journal-article,2012-06-22
10.1109/ivs.2015.7225675,proceedings-article,2015-06
10.1109/spects.2015.7285295,proceedings-article,2015-07
10.1007/978-3-540-72914-3_22,proceedings-article,2007
10.1007/3-540-48005-6_16,proceedings-article,2002
10.1007/978-3-642-23300-5_15,proceedings-article,2011
10.1109/icpr.2002.1044820,proceedings-article,2002
10.1007/978-3-319-75632-5,book,2018
10.1109/iwasi.2017.7974210,proceedings-article,2017-06
10.1109/hpcsim.2014.6903778,proceedings-article,2014-07
10.23919/cycon.2018.8405026,proceedings-article,2018-05
10.1109/78.650099,journal-article,1997
10.3233/978-1-58603-923-3-151,proceedings-article,2008
10.1016/j.peva.2014.02.004,journal-article,2014-07
10.1126/science.1235623,journal-article,2013-03-28
10.3301/rol.2017.21,journal-article,2017-03
10.1016/j.scico.2016.01.004,journal-article,2016-03
10.1007/978-3-319-00491-4_8,book-chapter,2014
10.1155/2010/732683,journal-article,2010
10.1007/978-3-642-13708-2_29,proceedings-article,2010
10.1007/s10623-007-9110-5,journal-article,2007-07-21
10.1109/icsc.2016.65,proceedings-article,2016-02
10.1145/1982185.1982397,proceedings-article,2011
10.1155/2008/352986,journal-article,2008-07-17
10.1016/j.comnet.2011.10.003,journal-article,2012-02
10.1109/vtest.1995.512613,proceedings-article,1995
10.1109/fuzzy.2011.6007637,proceedings-article,2011-06
10.1007/978-3-642-41550-0_12,proceedings-article,2013
10.1007/978-3-642-03265-3_4,proceedings-article,2009
10.1109/isda.2011.6121643,proceedings-article,2011-11
10.1109/iceccs.2002.1181513,proceedings-article,2002
10.1145/1830483.1830580,proceedings-article,2010
10.1007/978-3-642-14125-6_18,book-chapter,2010
10.1145/3003977.3003999,journal-article,2016-09-29
10.1007/978-3-642-13509-5_26,proceedings-article,2010
10.1145/2851498,journal-article,2016-03-07
10.1109/cbms.2007.100,proceedings-article,2007-06
10.1007/978-3-540-45227-0_48,proceedings-article,2003
10.1007/bfb0013186,proceedings-article,1993
10.1108/17549451311328763,journal-article,2013-06-14
10.1007/978-3-642-28457-1_7,book-chapter,2012
10.1109/esem.2015.7321183,proceedings-article,2015-10
10.1049/iet-spr.2015.0065,journal-article,2017-06-01
10.1016/s1389-1286(01)00197-9,journal-article,2001-09
10.24963/ijcai.2018/731,proceedings-article,2018-07
